hazard_id,site_id,building_id,asset_id,hazard_type,hazard_category,description,location_description,risk_level,status,identified_date,identified_by_assessment_id,identified_by_inspection_id,control_measures
58656,2343,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near the sports field perimeter making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2020-11-16,,16381.0,Controls applied as per action plan
58657,2343,9838.0,,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of Sports Amenities (pre-1990 construction),Sports Amenities,MEDIUM,CONTROLLED,2020-03-04,,16382.0,Controls applied as per action plan
58658,2343,,24648.0,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,School grounds,MEDIUM,CONTROLLED,2020-06-13,,16383.0,Controls applied as per action plan
58659,2343,,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in the northern boundary,School grounds,MEDIUM,CONTROLLED,2020-06-13,,16383.0,Controls applied as per action plan
58660,2343,9840.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Wood Workshop creating trip point,Wood Workshop,LOW,OPEN,2020-06-13,,16383.0,
58661,2343,,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,MONITORING,2021-09-09,,16384.0,Controls applied as per action plan
58662,2343,,,ELECTRICAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,MEDIUM,CONTROLLED,2021-09-09,,16384.0,Controls applied as per action plan
58663,2343,,24654.0,ERGONOMIC,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,HIGH,OPEN,2022-06-17,,16385.0,
58664,2343,9840.0,,PHYSICAL,FALLING_OBJECTS,Unsecured items stored at height in Wood Workshop,Wood Workshop,MEDIUM,ELIMINATED,2022-06-17,,16385.0,Controls applied as per action plan
58665,2343,,24654.0,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,HIGH,CONTROLLED,2022-06-17,,16385.0,Controls applied as per action plan
58666,2343,,24650.0,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in the sports field perimeter,School grounds,LOW,MONITORING,2023-06-04,,16387.0,Controls applied as per action plan
58667,2343,,,CHEMICAL,TREES,Large tree root lifting pathway surface,School grounds,MEDIUM,ELIMINATED,2023-07-02,,16388.0,Controls applied as per action plan
58668,2343,,,ENVIRONMENTAL,WATER,Standing water creating mosquito breeding ground,School grounds,MEDIUM,CONTROLLED,2024-06-26,,16389.0,Controls applied as per action plan
58669,2343,9837.0,,ERGONOMIC,WATER,Stormwater drain cover missing near playground,Administration Building,LOW,ELIMINATED,2024-06-26,,16389.0,Controls applied as per action plan
58670,2343,,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in the main entrance,School grounds,LOW,ELIMINATED,2024-06-26,,16389.0,Controls applied as per action plan
58671,2344,9841.0,,ENVIRONMENTAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,Block C,MEDIUM,OPEN,2020-03-07,16853.0,,
58672,2344,,,STRUCTURAL,TREES,Dead branch overhanging walkway near the sports field perimeter,School grounds,LOW,CONTROLLED,2020-03-07,16853.0,,Controls applied as per action plan
58673,2344,9841.0,,BIOLOGICAL,TREES,Dead branch overhanging walkway near Block C,Block C,HIGH,CONTROLLED,2020-03-07,16853.0,,Controls applied as per action plan
58674,2344,9841.0,,PHYSICAL,ASBESTOS,Suspected ACM in ceiling tiles of Block C (pre-1990 construction),Block C,MEDIUM,CONTROLLED,2020-09-18,16854.0,,Controls applied as per action plan
58675,2344,9843.0,,BIOLOGICAL,MACHINERY,Missing guard on equipment in Sports Amenities,Sports Amenities,MEDIUM,CONTROLLED,2021-03-13,16855.0,,Controls applied as per action plan
58676,2344,,24668.0,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in the main entrance,School grounds,HIGH,ELIMINATED,2021-03-13,16855.0,,Controls applied as per action plan
58677,2344,9842.0,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in Main Office,Main Office,MEDIUM,CONTROLLED,2021-03-13,16855.0,,Controls applied as per action plan
58678,2344,,24660.0,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near near the car park making surface slippery in wet conditions,School grounds,MEDIUM,CONTROLLED,2021-09-05,16856.0,,Controls applied as per action plan
58679,2344,,24658.0,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near the northern boundary making surface slippery in wet conditions,School grounds,CRITICAL,OPEN,2021-09-05,16856.0,,
58680,2344,,,BIOLOGICAL,MACHINERY,Inadequate lockout procedure for machinery in the sports field perimeter,School grounds,MEDIUM,MONITORING,2021-09-05,16856.0,,Controls applied as per action plan
58681,2344,,,CHEMICAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,LOW,OPEN,2022-03-06,16857.0,,
58682,2344,9842.0,,PHYSICAL,WEATHER,Ponding water near Main Office after rainfall,Main Office,LOW,MONITORING,2022-03-06,16857.0,,Controls applied as per action plan
58683,2344,9842.0,,ERGONOMIC,ASBESTOS,Suspected ACM in ceiling tiles of Main Office (pre-1990 construction),Main Office,LOW,CONTROLLED,2022-03-06,16857.0,,Controls applied as per action plan
58684,2344,,24662.0,CHEMICAL,SLIP_TRIP_FALL,Algae growth on pathway near near the car park making surface slippery in wet conditions,School grounds,MEDIUM,OPEN,2022-03-06,16857.0,,
58685,2344,,,ERGONOMIC,PLAYGROUND,Rusted bolt on swing frame,School grounds,LOW,OPEN,2022-09-25,16858.0,,
58686,2344,,,ERGONOMIC,WEATHER,Wind exposure to portable buildings near near the car park,School grounds,MEDIUM,CONTROLLED,2022-09-25,16858.0,,Controls applied as per action plan
58687,2344,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,LOW,MONITORING,2022-09-25,16858.0,,Controls applied as per action plan
58688,2344,,,ERGONOMIC,HEIGHTS,No edge protection on adjacent to the playground roof access,School grounds,MEDIUM,CONTROLLED,2023-03-12,16859.0,,Controls applied as per action plan
58689,2344,,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,ELIMINATED,2023-03-12,16859.0,,Controls applied as per action plan
58690,2344,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2023-09-21,16860.0,,Controls applied as per action plan
58691,2344,9842.0,,ERGONOMIC,ELECTRICAL,Worn cable on portable equipment in Main Office,Main Office,MEDIUM,ELIMINATED,2023-09-21,16860.0,,Controls applied as per action plan
58692,2344,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2024-03-18,16861.0,,Controls applied as per action plan
58693,2344,9842.0,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near Main Office making surface slippery in wet conditions,Main Office,CRITICAL,ELIMINATED,2024-03-18,16861.0,,Controls applied as per action plan
58694,2344,,,ENVIRONMENTAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,LOW,ELIMINATED,2024-03-18,16861.0,,Controls applied as per action plan
58695,2344,9841.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Block C creating trip point,Block C,HIGH,ELIMINATED,2024-09-10,16862.0,,Controls applied as per action plan
58696,2344,9842.0,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near Main Office creating trip hazard,Main Office,HIGH,OPEN,2024-09-10,16862.0,,
58697,2344,,24662.0,ERGONOMIC,WATER,Stormwater drain cover missing near playground,School grounds,MEDIUM,OPEN,2024-09-10,16862.0,,
58698,2344,,,STRUCTURAL,SLIP_TRIP_FALL,Uneven paving stones near near the car park creating trip hazard,School grounds,MEDIUM,CONTROLLED,2025-03-10,16863.0,,Controls applied as per action plan
58699,2344,,24660.0,ENVIRONMENTAL,WATER,Standing water creating mosquito breeding ground,School grounds,MEDIUM,OPEN,2025-03-10,16863.0,,
58700,2344,,,ENVIRONMENTAL,TREES,Unstable tree identified near the sports field perimeter boundary,School grounds,MEDIUM,OPEN,2025-03-10,16863.0,,
58701,2344,9844.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Cricket Pavilion creating trip point,Cricket Pavilion,MEDIUM,CONTROLLED,2025-03-10,16863.0,,Controls applied as per action plan
58702,2344,,24661.0,ELECTRICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,MEDIUM,ELIMINATED,2020-09-27,,16390.0,Controls applied as per action plan
58703,2344,,24660.0,PHYSICAL,ASBESTOS,Suspected ACM in ceiling tiles of near the car park (pre-1990 construction),School grounds,MEDIUM,CONTROLLED,2020-09-27,,16390.0,Controls applied as per action plan
58704,2344,,,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,LOW,CONTROLLED,2020-09-27,,16390.0,Controls applied as per action plan
58705,2344,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near the northern boundary creating trip hazard,School grounds,MEDIUM,CONTROLLED,2020-05-07,,16391.0,Controls applied as per action plan
58706,2344,,,CHEMICAL,MACHINERY,Worn blade on grounds equipment stored in the sports field perimeter,School grounds,CRITICAL,CONTROLLED,2020-05-07,,16391.0,Controls applied as per action plan
58707,2344,9843.0,,BIOLOGICAL,SLIP_TRIP_FALL,Uneven paving stones near Sports Amenities creating trip hazard,Sports Amenities,CRITICAL,CONTROLLED,2021-04-15,,16392.0,Controls applied as per action plan
58708,2344,,,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,LOW,ELIMINATED,2021-04-15,,16392.0,Controls applied as per action plan
58709,2344,,24661.0,ENVIRONMENTAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,LOW,ELIMINATED,2024-08-08,,16396.0,Controls applied as per action plan
58710,2344,,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in near the car park,School grounds,HIGH,CONTROLLED,2025-09-16,,16397.0,Controls applied as per action plan
58711,2345,,,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,LOW,MONITORING,2020-03-20,16864.0,,Controls applied as per action plan
58712,2345,9849.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Fitness Centre,Fitness Centre,CRITICAL,CONTROLLED,2020-03-20,16864.0,,Controls applied as per action plan
58713,2345,,,ENVIRONMENTAL,WATER,Standing water creating mosquito breeding ground,School grounds,CRITICAL,CONTROLLED,2020-03-20,16864.0,,Controls applied as per action plan
58714,2345,9846.0,,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Staff Block,HIGH,MONITORING,2021-09-17,16867.0,,Controls applied as per action plan
58715,2345,9847.0,,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,Senior Toilets,CRITICAL,OPEN,2021-09-17,16867.0,,
58716,2345,9847.0,,BIOLOGICAL,ASBESTOS,Suspected ACM in ceiling tiles of Senior Toilets (pre-1990 construction),Senior Toilets,LOW,ELIMINATED,2021-09-17,16867.0,,Controls applied as per action plan
58717,2345,9847.0,,ERGONOMIC,FALLING_OBJECTS,Loose guttering on Senior Toilets at risk of falling in high winds,Senior Toilets,MEDIUM,CONTROLLED,2021-09-17,16867.0,,Controls applied as per action plan
58718,2345,9845.0,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in Technology Block,Technology Block,MEDIUM,ELIMINATED,2022-03-22,16868.0,,Controls applied as per action plan
58719,2345,9846.0,,PHYSICAL,PLAYGROUND,Gap in playground fencing allowing access to road,Staff Block,HIGH,ELIMINATED,2022-03-22,16868.0,,Controls applied as per action plan
58720,2345,,24678.0,ERGONOMIC,ASBESTOS,Suspected ACM in ceiling tiles of near the car park (pre-1990 construction),School grounds,MEDIUM,CONTROLLED,2022-03-22,16868.0,,Controls applied as per action plan
58721,2345,9847.0,,STRUCTURAL,MACHINERY,Worn blade on grounds equipment stored in Senior Toilets,Senior Toilets,HIGH,CONTROLLED,2022-03-22,16868.0,,Controls applied as per action plan
58722,2345,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near the northern boundary making surface slippery in wet conditions,School grounds,HIGH,ELIMINATED,2022-09-06,16869.0,,Controls applied as per action plan
58723,2345,,,CHEMICAL,WEATHER,Wind exposure to portable buildings near the sports field perimeter,School grounds,LOW,CONTROLLED,2023-03-23,16870.0,,Controls applied as per action plan
58724,2345,,24674.0,STRUCTURAL,WATER,Standing water creating mosquito breeding ground,School grounds,MEDIUM,ELIMINATED,2023-03-23,16870.0,,Controls applied as per action plan
58725,2345,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,MEDIUM,OPEN,2024-09-07,16873.0,,
58726,2345,9850.0,,CHEMICAL,HEIGHTS,No edge protection on Learning Centre roof access,Learning Centre,LOW,OPEN,2025-03-08,16874.0,,
58727,2345,,,STRUCTURAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,HIGH,CONTROLLED,2025-03-08,16874.0,,Controls applied as per action plan
58728,2345,,24669.0,ENVIRONMENTAL,ELECTRICAL,Worn cable on portable equipment in near the car park,School grounds,MEDIUM,MONITORING,2025-03-08,16874.0,,Controls applied as per action plan
58729,2345,9846.0,,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,Staff Block,LOW,ELIMINATED,2025-03-08,16874.0,,Controls applied as per action plan
58730,2345,,24682.0,ELECTRICAL,HEIGHTS,Unprotected mezzanine edge in the sports field perimeter,School grounds,MEDIUM,CONTROLLED,2020-02-20,,16398.0,Controls applied as per action plan
58731,2345,9845.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Technology Block making surface slippery in wet conditions,Technology Block,CRITICAL,OPEN,2020-02-20,,16398.0,
58732,2345,,,PHYSICAL,WATER,Stormwater drain cover missing near playground,School grounds,HIGH,CONTROLLED,2021-04-23,,16399.0,Controls applied as per action plan
58733,2345,9849.0,,PHYSICAL,FALLING_OBJECTS,Loose guttering on Fitness Centre at risk of falling in high winds,Fitness Centre,LOW,ELIMINATED,2021-05-18,,16400.0,Controls applied as per action plan
58734,2345,,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in near the car park,School grounds,MEDIUM,ELIMINATED,2022-04-17,,16402.0,Controls applied as per action plan
58735,2345,,,ERGONOMIC,WEATHER,Ponding water near adjacent to the playground after rainfall,School grounds,CRITICAL,ELIMINATED,2022-04-17,,16402.0,Controls applied as per action plan
58736,2345,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near the northern boundary making surface slippery in wet conditions,School grounds,LOW,ELIMINATED,2022-05-18,,16403.0,Controls applied as per action plan
58737,2345,,,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of the main entrance (pre-1990 construction),School grounds,MEDIUM,ELIMINATED,2022-05-18,,16403.0,Controls applied as per action plan
58738,2345,,24671.0,ERGONOMIC,TREES,Unstable tree identified near the sports field perimeter boundary,School grounds,HIGH,MONITORING,2023-05-13,,16404.0,Controls applied as per action plan
58739,2345,,,STRUCTURAL,TREES,Dead branch overhanging walkway near adjacent to the playground,School grounds,LOW,CONTROLLED,2023-11-01,,16405.0,Controls applied as per action plan
58740,2345,,,ENVIRONMENTAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,MEDIUM,MONITORING,2023-11-01,,16405.0,Controls applied as per action plan
58741,2345,,,PHYSICAL,WATER,Stormwater drain cover missing near playground,School grounds,MEDIUM,OPEN,2023-11-01,,16405.0,
58742,2345,9846.0,,ENVIRONMENTAL,FALLING_OBJECTS,Deteriorating fascia boards above Staff Block walkway,Staff Block,HIGH,ELIMINATED,2023-07-12,,16406.0,Controls applied as per action plan
58743,2345,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,CRITICAL,MONITORING,2023-07-12,,16406.0,Controls applied as per action plan
58744,2345,9846.0,,ERGONOMIC,MACHINERY,Missing guard on equipment in Staff Block,Staff Block,MEDIUM,ELIMINATED,2023-07-12,,16406.0,Controls applied as per action plan
58745,2345,9849.0,,ELECTRICAL,FALLING_OBJECTS,Loose guttering on Fitness Centre at risk of falling in high winds,Fitness Centre,LOW,CONTROLLED,2024-10-04,,16407.0,Controls applied as per action plan
58746,2345,9849.0,,PHYSICAL,TREES,Unstable tree identified near Fitness Centre boundary,Fitness Centre,MEDIUM,OPEN,2024-10-04,,16407.0,
58747,2345,,24676.0,PHYSICAL,FALLING_OBJECTS,Unsecured items stored at height in adjacent to the playground,School grounds,LOW,CONTROLLED,2024-03-21,,16408.0,Controls applied as per action plan
58748,2345,,,PHYSICAL,HEIGHTS,No edge protection on the sports field perimeter roof access,School grounds,MEDIUM,ELIMINATED,2024-03-21,,16408.0,Controls applied as per action plan
58749,2345,,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near near the car park making surface slippery in wet conditions,School grounds,HIGH,ELIMINATED,2024-03-21,,16408.0,Controls applied as per action plan
58750,2345,,,PHYSICAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,LOW,OPEN,2024-02-04,,16409.0,
58751,2346,,24687.0,PHYSICAL,TREES,Dead branch overhanging walkway near the sports field perimeter,School grounds,MEDIUM,MONITORING,2020-03-17,16875.0,,Controls applied as per action plan
58752,2346,9854.0,,ERGONOMIC,FALLING_OBJECTS,Unsecured items stored at height in Sports Pavilion,Sports Pavilion,LOW,CONTROLLED,2020-09-07,16876.0,,Controls applied as per action plan
58753,2346,,,PHYSICAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,CRITICAL,MONITORING,2021-03-04,16877.0,,Controls applied as per action plan
