action_id,site_id,hazard_id,assessment_id,inspection_id,assigned_to_person_id,action_description,priority,due_date,completed_date,status,created_date,notes
41048,2572,63673.0,18306.0,,5808,Repair or replace damaged infrastructure,LOW,2020-12-22,2020-12-12,COMPLETED,2020-09-27,
41049,2572,63675.0,18307.0,,5807,Remove or trim vegetation creating hazard,LOW,2021-06-06,2021-04-23,COMPLETED,2021-03-14,
41050,2572,63677.0,18308.0,,5805,Schedule professional inspection,HIGH,2021-10-01,2021-09-17,COMPLETED,2021-09-04,
41051,2572,63677.0,18308.0,,5805,Review and update risk register,MEDIUM,2021-10-31,,IN_PROGRESS,2021-09-04,
41052,2572,63677.0,18309.0,,5806,Engage contractor for specialist repair,MEDIUM,2022-05-10,,IN_PROGRESS,2022-03-06,
41053,2572,63681.0,18310.0,,5805,Repair or replace damaged infrastructure,HIGH,2022-10-20,,OVERDUE,2022-09-22,
41054,2572,63681.0,18310.0,,5806,Repair or replace damaged infrastructure,MEDIUM,2022-11-18,2022-10-27,COMPLETED,2022-09-22,
41055,2572,63681.0,18310.0,,5806,Engage contractor for specialist repair,HIGH,2022-10-26,,OVERDUE,2022-09-22,
41056,2572,63681.0,18310.0,,5808,Apply anti-slip treatment to surface,HIGH,2022-10-22,,OVERDUE,2022-09-22,
41057,2572,63688.0,18313.0,,5808,Schedule professional inspection,LOW,2024-06-10,,IN_PROGRESS,2024-03-08,
41058,2572,63693.0,18315.0,,5807,Apply anti-slip treatment to surface,HIGH,2025-04-18,2025-04-07,COMPLETED,2025-03-16,
41059,2572,63693.0,18315.0,,5805,Install guard rail or barrier,LOW,2025-06-18,,IN_PROGRESS,2025-03-16,
41060,2572,63696.0,,17786.0,5808,Conduct staff training on updated procedure,MEDIUM,2020-07-19,2020-06-23,COMPLETED,2020-05-20,
41061,2572,63696.0,,17786.0,5806,Remove or trim vegetation creating hazard,LOW,2020-08-15,2020-07-28,COMPLETED,2020-05-20,
41062,2572,63696.0,,17786.0,5807,Replace worn equipment,HIGH,2020-06-18,2020-06-04,COMPLETED,2020-05-20,
41063,2572,63698.0,,17787.0,5805,Replace worn equipment,HIGH,2020-05-06,2020-04-24,COMPLETED,2020-04-05,
41064,2572,63700.0,,17789.0,5808,Update emergency procedures documentation,LOW,2021-05-04,,OVERDUE,2021-02-04,
41065,2572,63702.0,,17790.0,5808,Review and update risk register,MEDIUM,2022-06-18,,IN_PROGRESS,2022-04-26,
41066,2572,63705.0,,17792.0,5806,Review and update risk register,MEDIUM,2023-10-13,2023-09-20,COMPLETED,2023-08-09,
41067,2573,63716.0,18317.0,,5811,Remove or trim vegetation creating hazard,CRITICAL,2020-09-26,2020-09-20,COMPLETED,2020-09-12,
41068,2573,63716.0,18317.0,,5811,Conduct staff training on updated procedure,MEDIUM,2020-11-08,2020-10-23,COMPLETED,2020-09-12,
41069,2573,63716.0,18317.0,,5809,Repair or replace damaged infrastructure,CRITICAL,2020-09-26,2020-09-25,COMPLETED,2020-09-12,
41070,2573,63716.0,18317.0,,5811,Update emergency procedures documentation,LOW,2020-12-06,2020-10-28,COMPLETED,2020-09-12,
41071,2573,63718.0,18320.0,,5812,Schedule professional inspection,CRITICAL,2022-03-27,,IN_PROGRESS,2022-03-20,
41072,2573,63718.0,18321.0,,5812,Install guard rail or barrier,MEDIUM,2022-11-22,,IN_PROGRESS,2022-09-21,
41073,2573,63718.0,18322.0,,5811,Engage contractor for specialist repair,LOW,2023-06-22,,IN_PROGRESS,2023-03-22,
41074,2573,63725.0,18324.0,,5811,Apply anti-slip treatment to surface,MEDIUM,2024-05-12,,IN_PROGRESS,2024-03-14,
41075,2573,63731.0,18326.0,,5809,Conduct staff training on updated procedure,LOW,2025-05-29,,IN_PROGRESS,2025-03-06,
41076,2573,63731.0,18326.0,,5809,Review and update risk register,HIGH,2025-04-02,2025-03-20,COMPLETED,2025-03-06,
41077,2573,63731.0,18326.0,,5811,Improve lighting in affected area,MEDIUM,2025-05-10,2025-05-04,COMPLETED,2025-03-06,
41078,2573,63731.0,18326.0,,5809,Conduct staff training on updated procedure,MEDIUM,2025-05-10,2025-04-17,COMPLETED,2025-03-06,
41079,2573,63733.0,,17797.0,5810,Install additional safety signage,CRITICAL,2020-04-13,2020-04-08,COMPLETED,2020-04-03,
41080,2573,63733.0,,17797.0,5812,Remove or trim vegetation creating hazard,LOW,2020-07-05,2020-06-05,COMPLETED,2020-04-03,
41081,2573,63734.0,,17798.0,5811,Review and update risk register,MEDIUM,2020-12-10,2020-11-21,COMPLETED,2020-10-14,
41082,2573,63738.0,,17800.0,5811,Schedule professional inspection,MEDIUM,2021-11-09,,OVERDUE,2021-09-15,
41083,2573,63738.0,,17800.0,5811,Install additional safety signage,CRITICAL,2021-09-26,2021-09-20,COMPLETED,2021-09-15,
41084,2573,63738.0,,17800.0,5809,Improve lighting in affected area,MEDIUM,2021-11-11,,OVERDUE,2021-09-15,
41085,2573,63739.0,,17803.0,5812,Engage contractor for specialist repair,CRITICAL,2022-06-03,2022-06-01,COMPLETED,2022-05-14,
41086,2573,63742.0,,17804.0,5809,Install guard rail or barrier,HIGH,2023-06-29,2023-06-23,COMPLETED,2023-06-02,
41087,2573,63742.0,,17804.0,5809,Replace worn equipment,HIGH,2023-07-06,2023-07-03,COMPLETED,2023-06-02,
41088,2574,63745.0,18327.0,,5814,Install additional safety signage,LOW,2020-06-20,2020-06-01,COMPLETED,2020-03-26,
41089,2574,63755.0,18330.0,,5814,Repair or replace damaged infrastructure,MEDIUM,2021-11-13,2021-11-10,COMPLETED,2021-09-14,
41090,2574,63755.0,18330.0,,5815,Remove or trim vegetation creating hazard,LOW,2021-12-08,2021-10-26,COMPLETED,2021-09-14,
41091,2574,63755.0,18330.0,,5813,Apply anti-slip treatment to surface,LOW,2021-12-17,,IN_PROGRESS,2021-09-14,
41092,2574,63757.0,18331.0,,5813,Repair or replace damaged infrastructure,CRITICAL,2022-03-23,,IN_PROGRESS,2022-03-05,
41093,2574,63762.0,18333.0,,5813,Repair or replace damaged infrastructure,LOW,2023-06-11,,OVERDUE,2023-03-11,
41094,2574,63762.0,18333.0,,5815,Repair or replace damaged infrastructure,HIGH,2023-04-07,,IN_PROGRESS,2023-03-11,
41095,2574,63762.0,18333.0,,5815,Schedule professional inspection,HIGH,2023-04-13,2023-04-12,COMPLETED,2023-03-11,
41096,2574,63763.0,18334.0,,5815,Update emergency procedures documentation,MEDIUM,2023-11-13,2023-11-01,COMPLETED,2023-09-16,
41097,2574,63763.0,18334.0,,5814,Remove or trim vegetation creating hazard,CRITICAL,2023-09-30,2023-09-29,COMPLETED,2023-09-16,
41098,2574,63765.0,18335.0,,5815,Install guard rail or barrier,LOW,2024-06-12,2024-06-02,COMPLETED,2024-03-13,
41099,2574,63767.0,18337.0,,5814,Engage contractor for specialist repair,LOW,2025-06-24,2025-06-23,COMPLETED,2025-03-27,
41100,2574,63767.0,18337.0,,5814,Review and update risk register,HIGH,2025-05-02,2025-04-22,COMPLETED,2025-03-27,
41101,2574,63771.0,,17809.0,5814,Apply anti-slip treatment to surface,MEDIUM,2020-11-28,,IN_PROGRESS,2020-10-03,
41102,2574,63772.0,,17810.0,5815,Improve lighting in affected area,HIGH,2020-05-31,,IN_PROGRESS,2020-04-27,
41103,2574,63775.0,,17811.0,5814,Update emergency procedures documentation,CRITICAL,2021-11-04,2021-10-30,COMPLETED,2021-10-16,
41104,2574,63775.0,,17811.0,5814,Schedule professional inspection,HIGH,2021-11-16,2021-11-02,COMPLETED,2021-10-16,
41105,2574,63778.0,,17813.0,5814,Repair or replace damaged infrastructure,LOW,2022-01-09,,OVERDUE,2021-10-07,
41106,2574,63778.0,,17813.0,5814,Review and update risk register,MEDIUM,2021-11-29,2021-11-07,COMPLETED,2021-10-07,
41107,2574,63778.0,,17813.0,5814,Remove or trim vegetation creating hazard,MEDIUM,2021-12-11,,IN_PROGRESS,2021-10-07,
41108,2574,63780.0,,17814.0,5813,Remove or trim vegetation creating hazard,HIGH,2022-11-09,,OVERDUE,2022-10-09,
41109,2574,63783.0,,17815.0,5815,Install guard rail or barrier,HIGH,2022-08-23,2022-08-16,COMPLETED,2022-07-24,
41110,2574,63783.0,,17815.0,5813,Replace worn equipment,LOW,2022-10-26,2022-10-13,COMPLETED,2022-07-24,
41111,2574,63786.0,,17816.0,5815,Update emergency procedures documentation,MEDIUM,2022-07-12,2022-06-24,COMPLETED,2022-05-19,
41112,2574,63786.0,,17816.0,5815,Install additional safety signage,MEDIUM,2022-07-11,2022-06-12,COMPLETED,2022-05-19,
41113,2574,63789.0,,17819.0,5815,Schedule professional inspection,HIGH,2024-10-20,,OVERDUE,2024-09-24,
41114,2575,63797.0,18339.0,,5818,Remove or trim vegetation creating hazard,MEDIUM,2020-11-11,2020-11-10,COMPLETED,2020-09-17,
41115,2575,63797.0,18340.0,,5819,Remove or trim vegetation creating hazard,HIGH,2021-04-22,2021-04-08,COMPLETED,2021-03-27,
41116,2575,63799.0,18342.0,,5817,Install guard rail or barrier,MEDIUM,2022-04-24,2022-04-14,COMPLETED,2022-03-01,
41117,2575,63802.0,18343.0,,5819,Review and update risk register,MEDIUM,2022-11-02,2022-10-29,COMPLETED,2022-09-03,
41118,2575,63802.0,18343.0,,5818,Remove or trim vegetation creating hazard,MEDIUM,2022-10-31,,OVERDUE,2022-09-03,
41119,2575,63802.0,18343.0,,5816,Improve lighting in affected area,MEDIUM,2022-11-05,2022-10-27,COMPLETED,2022-09-03,
41120,2575,63802.0,18343.0,,5816,Conduct staff training on updated procedure,MEDIUM,2022-11-05,,OVERDUE,2022-09-03,
41121,2575,63803.0,18344.0,,5818,Replace worn equipment,HIGH,2023-04-20,2023-04-09,COMPLETED,2023-03-17,
41122,2575,63803.0,18344.0,,5817,Update emergency procedures documentation,MEDIUM,2023-05-15,2023-05-10,COMPLETED,2023-03-17,
41123,2575,63807.0,18346.0,,5817,Repair or replace damaged infrastructure,HIGH,2024-04-06,,IN_PROGRESS,2024-03-06,
41124,2575,63809.0,18347.0,,5819,Install additional safety signage,HIGH,2024-10-06,2024-09-23,COMPLETED,2024-09-13,
41125,2575,63809.0,18347.0,,5819,Install guard rail or barrier,MEDIUM,2024-11-16,2024-11-13,COMPLETED,2024-09-13,
41126,2575,63813.0,18348.0,,5818,Install guard rail or barrier,LOW,2025-06-05,,OVERDUE,2025-03-07,
41127,2575,63813.0,18348.0,,5816,Apply anti-slip treatment to surface,LOW,2025-06-05,2025-05-30,COMPLETED,2025-03-07,
41128,2575,63813.0,18348.0,,5817,Remove or trim vegetation creating hazard,MEDIUM,2025-04-30,,OVERDUE,2025-03-07,
41129,2575,63813.0,18348.0,,5817,Schedule professional inspection,HIGH,2025-04-11,2025-04-09,COMPLETED,2025-03-07,
41130,2575,63813.0,18348.0,,5819,Review and update risk register,HIGH,2025-04-02,2025-03-21,COMPLETED,2025-03-07,
41131,2575,63824.0,,17827.0,5817,Remove or trim vegetation creating hazard,CRITICAL,2024-10-18,2024-10-12,COMPLETED,2024-10-07,
41132,2575,63824.0,,17827.0,5819,Improve lighting in affected area,LOW,2024-12-30,2024-12-08,COMPLETED,2024-10-07,
41133,2575,63824.0,,17827.0,5816,Review and update risk register,LOW,2024-12-29,2024-11-23,COMPLETED,2024-10-07,
41134,2578,63830.0,18351.0,,5821,Review and update risk register,HIGH,2021-03-29,,OVERDUE,2021-03-04,
41135,2578,63830.0,18351.0,,5821,Install additional safety signage,MEDIUM,2021-05-07,2021-04-21,COMPLETED,2021-03-04,
41136,2578,63830.0,18351.0,,5822,Engage contractor for specialist repair,MEDIUM,2021-05-08,2021-04-21,COMPLETED,2021-03-04,
41137,2578,63833.0,18352.0,,5822,Improve lighting in affected area,MEDIUM,2021-11-07,2021-10-10,COMPLETED,2021-09-04,
41138,2578,63837.0,18353.0,,5820,Update emergency procedures documentation,MEDIUM,2022-05-27,2022-05-17,COMPLETED,2022-03-22,
41139,2578,63839.0,18354.0,,5820,Install guard rail or barrier,MEDIUM,2022-11-11,2022-10-27,COMPLETED,2022-09-18,
41140,2578,63839.0,18354.0,,5822,Install additional safety signage,LOW,2022-12-14,2022-12-06,COMPLETED,2022-09-18,
41141,2578,63839.0,18354.0,,5820,Remove or trim vegetation creating hazard,HIGH,2022-10-14,2022-10-13,COMPLETED,2022-09-18,
41142,2578,63845.0,18356.0,,5821,Review and update risk register,MEDIUM,2023-11-03,2023-10-30,COMPLETED,2023-09-10,
41143,2578,63845.0,18356.0,,5822,Update emergency procedures documentation,MEDIUM,2023-11-10,2023-11-06,COMPLETED,2023-09-10,
41144,2578,63845.0,18356.0,,5820,Schedule professional inspection,HIGH,2023-10-03,2023-10-02,COMPLETED,2023-09-10,
41145,2578,63847.0,18357.0,,5822,Repair or replace damaged infrastructure,HIGH,2024-04-09,2024-04-08,COMPLETED,2024-03-08,
41146,2578,63851.0,18358.0,,5820,Install guard rail or barrier,MEDIUM,2024-11-10,,IN_PROGRESS,2024-09-12,
41147,2578,63851.0,18358.0,,5820,Remove or trim vegetation creating hazard,MEDIUM,2024-11-10,2024-10-16,COMPLETED,2024-09-12,
41148,2578,63851.0,18358.0,,5822,Schedule professional inspection,MEDIUM,2024-11-11,2024-10-18,COMPLETED,2024-09-12,
41149,2578,63851.0,18358.0,,5822,Improve lighting in affected area,HIGH,2024-10-13,2024-10-10,COMPLETED,2024-09-12,
41150,2578,63854.0,,17830.0,5821,Update emergency procedures documentation,MEDIUM,2023-01-11,,OVERDUE,2022-11-14,
41151,2578,63856.0,,17831.0,5822,Schedule professional inspection,LOW,2022-07-26,2022-07-26,COMPLETED,2022-05-04,
41152,2578,63858.0,,17833.0,5821,Apply anti-slip treatment to surface,MEDIUM,2023-09-10,2023-08-26,COMPLETED,2023-07-09,
41153,2578,63858.0,,17833.0,5821,Engage contractor for specialist repair,HIGH,2023-08-12,2023-08-06,COMPLETED,2023-07-09,
41154,2578,63859.0,,17834.0,5821,Remove or trim vegetation creating hazard,LOW,2023-10-30,,OVERDUE,2023-07-26,
41155,2578,63864.0,,17837.0,5820,Engage contractor for specialist repair,HIGH,2024-04-23,2024-04-22,COMPLETED,2024-03-24,
41156,2578,63864.0,,17837.0,5820,Apply anti-slip treatment to surface,MEDIUM,2024-05-29,2024-05-14,COMPLETED,2024-03-24,
41157,2578,63864.0,,17837.0,5820,Install guard rail or barrier,MEDIUM,2024-05-27,,OVERDUE,2024-03-24,
41158,2578,63866.0,,17838.0,5820,Update emergency procedures documentation,MEDIUM,2025-06-16,2025-05-23,COMPLETED,2025-04-20,
41159,2578,63866.0,,17838.0,5822,Improve lighting in affected area,MEDIUM,2025-06-25,2025-06-20,COMPLETED,2025-04-20,
41160,2581,63869.0,18360.0,,5825,Repair or replace damaged infrastructure,LOW,2020-06-18,,IN_PROGRESS,2020-03-15,
41161,2581,63869.0,18360.0,,5823,Install guard rail or barrier,CRITICAL,2020-03-23,,OVERDUE,2020-03-15,
41162,2581,63872.0,18361.0,,5825,Conduct staff training on updated procedure,MEDIUM,2020-11-11,2020-11-05,COMPLETED,2020-09-16,
41163,2581,63872.0,18361.0,,5824,Improve lighting in affected area,MEDIUM,2020-11-14,2020-11-06,COMPLETED,2020-09-16,
41164,2581,63872.0,18361.0,,5824,Remove or trim vegetation creating hazard,LOW,2020-12-19,2020-11-16,COMPLETED,2020-09-16,
41165,2581,63872.0,18361.0,,5824,Improve lighting in affected area,LOW,2020-12-18,,OVERDUE,2020-09-16,
41166,2581,63875.0,18365.0,,5824,Review and update risk register,LOW,2022-12-30,,OVERDUE,2022-09-27,
41167,2581,63877.0,18366.0,,5825,Replace worn equipment,HIGH,2023-03-31,2023-03-30,COMPLETED,2023-03-07,
41168,2581,63877.0,18366.0,,5823,Apply anti-slip treatment to surface,HIGH,2023-04-11,,IN_PROGRESS,2023-03-07,
41169,2581,63877.0,18366.0,,5824,Remove or trim vegetation creating hazard,HIGH,2023-04-07,2023-04-04,COMPLETED,2023-03-07,
41170,2581,63883.0,18368.0,,5825,Replace worn equipment,MEDIUM,2024-05-13,,IN_PROGRESS,2024-03-18,
41171,2581,63883.0,18368.0,,5825,Engage contractor for specialist repair,CRITICAL,2024-04-07,2024-04-07,COMPLETED,2024-03-18,
41172,2581,63889.0,18370.0,,5825,Schedule professional inspection,HIGH,2025-04-22,2025-04-18,COMPLETED,2025-03-26,
41173,2581,63891.0,,17839.0,5825,Apply anti-slip treatment to surface,HIGH,2020-08-20,,IN_PROGRESS,2020-07-18,
41174,2581,63894.0,,17840.0,5825,Review and update risk register,HIGH,2021-11-16,2021-11-02,COMPLETED,2021-10-18,
41175,2581,63894.0,,17840.0,5823,Schedule professional inspection,MEDIUM,2021-12-11,2021-11-25,COMPLETED,2021-10-18,
41176,2581,63894.0,,17840.0,5824,Conduct staff training on updated procedure,HIGH,2021-11-17,,IN_PROGRESS,2021-10-18,
41177,2581,63897.0,,17841.0,5824,Schedule professional inspection,CRITICAL,2022-12-09,2022-12-09,COMPLETED,2022-11-26,
41178,2581,63897.0,,17841.0,5824,Replace worn equipment,MEDIUM,2023-01-30,2023-01-19,COMPLETED,2022-11-26,
41179,2581,63902.0,,17844.0,5824,Install guard rail or barrier,HIGH,2023-06-16,2023-06-13,COMPLETED,2023-05-23,
41180,2581,63902.0,,17844.0,5824,Update emergency procedures documentation,MEDIUM,2023-07-17,,IN_PROGRESS,2023-05-23,
41181,2581,63905.0,,17845.0,5823,Install additional safety signage,MEDIUM,2023-07-27,2023-07-12,COMPLETED,2023-05-24,
41182,2581,63905.0,,17845.0,5823,Repair or replace damaged infrastructure,MEDIUM,2023-07-29,,IN_PROGRESS,2023-05-24,
41183,2581,63905.0,,17845.0,5825,Replace worn equipment,LOW,2023-08-21,2023-08-03,COMPLETED,2023-05-24,
41184,2581,63906.0,,17846.0,5824,Update emergency procedures documentation,CRITICAL,2023-04-24,2023-04-18,COMPLETED,2023-04-06,
41185,2582,63912.0,18372.0,,5826,Schedule professional inspection,LOW,2020-12-01,2020-11-22,COMPLETED,2020-09-09,
41186,2582,63913.0,18373.0,,5827,Replace worn equipment,CRITICAL,2021-04-11,2021-04-08,COMPLETED,2021-03-25,
41187,2582,63913.0,18373.0,,5826,Install guard rail or barrier,CRITICAL,2021-04-03,,OVERDUE,2021-03-25,
41188,2582,63916.0,18375.0,,5827,Improve lighting in affected area,MEDIUM,2022-05-09,2022-04-24,COMPLETED,2022-03-11,
41189,2582,63916.0,18375.0,,5826,Remove or trim vegetation creating hazard,HIGH,2022-04-06,,IN_PROGRESS,2022-03-11,
41190,2582,63916.0,18375.0,,5827,Review and update risk register,MEDIUM,2022-05-06,2022-04-11,COMPLETED,2022-03-11,
41191,2582,63916.0,18375.0,,5828,Review and update risk register,HIGH,2022-04-13,2022-04-13,COMPLETED,2022-03-11,
41192,2582,63923.0,18378.0,,5826,Replace worn equipment,HIGH,2023-10-23,2023-10-15,COMPLETED,2023-09-17,
41193,2582,63923.0,18378.0,,5828,Improve lighting in affected area,LOW,2023-12-18,2023-11-08,COMPLETED,2023-09-17,
41194,2582,63923.0,18378.0,,5827,Schedule professional inspection,LOW,2023-12-11,2023-11-17,COMPLETED,2023-09-17,
41195,2582,63925.0,18380.0,,5826,Apply anti-slip treatment to surface,CRITICAL,2024-09-22,,IN_PROGRESS,2024-09-12,
41196,2582,63925.0,18380.0,,5826,Schedule professional inspection,MEDIUM,2024-11-05,2024-10-25,COMPLETED,2024-09-12,
41197,2582,63927.0,18381.0,,5827,Install additional safety signage,MEDIUM,2025-05-14,2025-05-10,COMPLETED,2025-03-11,
41198,2582,63927.0,18381.0,,5828,Replace worn equipment,HIGH,2025-04-13,2025-04-10,COMPLETED,2025-03-11,
41199,2582,63931.0,,17851.0,5826,Conduct staff training on updated procedure,MEDIUM,2020-11-19,2020-11-01,COMPLETED,2020-09-20,
41200,2582,63934.0,,17852.0,5828,Remove or trim vegetation creating hazard,LOW,2021-06-16,,OVERDUE,2021-03-18,
41201,2582,63939.0,,17858.0,5828,Review and update risk register,MEDIUM,2024-06-29,2024-06-19,COMPLETED,2024-04-27,
41202,2584,63942.0,18383.0,,5831,Install guard rail or barrier,MEDIUM,2020-11-21,2020-11-02,COMPLETED,2020-09-17,
41203,2584,63943.0,18385.0,,5829,Replace worn equipment,MEDIUM,2021-11-09,2021-11-02,COMPLETED,2021-09-14,
41204,2584,63943.0,18385.0,,5829,Install guard rail or barrier,HIGH,2021-10-17,2021-10-17,COMPLETED,2021-09-14,
41205,2584,63947.0,18387.0,,5830,Review and update risk register,MEDIUM,2022-11-20,2022-10-29,COMPLETED,2022-09-25,
41206,2584,63947.0,18387.0,,5829,Repair or replace damaged infrastructure,MEDIUM,2022-11-22,2022-10-24,COMPLETED,2022-09-25,
41207,2584,63947.0,18387.0,,5829,Schedule professional inspection,CRITICAL,2022-10-08,2022-10-06,COMPLETED,2022-09-25,
41208,2584,63947.0,18387.0,,5830,Update emergency procedures documentation,MEDIUM,2022-11-26,2022-11-22,COMPLETED,2022-09-25,
41209,2584,63953.0,18390.0,,5831,Apply anti-slip treatment to surface,MEDIUM,2024-05-02,2024-05-01,COMPLETED,2024-03-04,
41210,2584,63953.0,18390.0,,5831,Remove or trim vegetation creating hazard,MEDIUM,2024-04-27,2024-04-05,COMPLETED,2024-03-04,
41211,2584,63957.0,18391.0,,5829,Review and update risk register,LOW,2024-12-15,,IN_PROGRESS,2024-09-19,
41212,2584,63959.0,18392.0,,5829,Repair or replace damaged infrastructure,CRITICAL,2025-04-04,,OVERDUE,2025-03-24,
41213,2584,63959.0,18392.0,,5831,Install guard rail or barrier,LOW,2025-06-28,2025-05-21,COMPLETED,2025-03-24,
41214,2584,63962.0,,17859.0,5830,Install guard rail or barrier,HIGH,2020-08-23,2020-08-18,COMPLETED,2020-07-20,
41215,2584,63963.0,,17860.0,5830,Update emergency procedures documentation,HIGH,2020-05-10,2020-04-28,COMPLETED,2020-04-07,
41216,2584,63967.0,,17863.0,5831,Install guard rail or barrier,MEDIUM,2021-04-29,,IN_PROGRESS,2021-03-06,
41217,2584,63972.0,,17868.0,5830,Remove or trim vegetation creating hazard,CRITICAL,2023-05-27,,IN_PROGRESS,2023-05-17,
41218,2584,63976.0,,17870.0,5831,Install guard rail or barrier,HIGH,2023-04-05,2023-04-05,COMPLETED,2023-03-05,
41219,2585,63978.0,18393.0,,5835,Replace worn equipment,HIGH,2020-04-22,2020-04-08,COMPLETED,2020-03-20,
41220,2585,63978.0,18393.0,,5832,Update emergency procedures documentation,MEDIUM,2020-05-22,2020-05-16,COMPLETED,2020-03-20,
41221,2585,63980.0,18394.0,,5835,Apply anti-slip treatment to surface,MEDIUM,2020-11-09,2020-10-27,COMPLETED,2020-09-08,
41222,2585,63980.0,18394.0,,5834,Repair or replace damaged infrastructure,LOW,2020-12-08,2020-11-11,COMPLETED,2020-09-08,
