site_id,site_name,street_address,suburb,town_city,postal_code,latitude,longitude,location,region,territorial_authority,education_region,urban_rural,school_type,school_definition,authority,total_roll,equity_index,status
2476,Whanganui East School,Patapu Street ,Whanganui East,Whanganui,4500.0,-39.91454,175.063803,POINT(175.063803 -39.91454),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,157,547,Open
2477,Whanganui Intermediate,90 Dublin Street ,,Whanganui,4500.0,-39.928663,175.042535,POINT(175.042535 -39.928663),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Intermediate,,State,416,505,Open
2478,Waverley Primary School,Gloag Street ,,Waverley,4510.0,-39.763184,174.62965,POINT(174.62965 -39.763184),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,157,487,Open
2479,West End School (P North),196 College Street ,,Palmerston North,4412.0,-40.369605,175.59988,POINT(175.59988 -40.369605),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,342,458,Open
2480,Westmere School - Whanganui,135 Rapanui Rd ,,Whanganui,4574.0,-39.896953,174.994822,POINT(174.994822 -39.896953),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,235,427,Open
2481,Whakarongo School,Stoney Creek Road ,,Palmerston North,4470.0,-40.326441,175.676376,POINT(175.676376 -40.326441),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State,474,424,Open
2482,Whangaehu School,71 Ruatangata Road ,,Whangaehu-Whanganui,4581.0,-40.006511,175.175478,POINT(175.175478 -40.006511),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,17,530,Open
2483,Whenuakura School,52 Kaharoa Road ,,Patea,4597.0,-39.743739,174.512585,POINT(174.512585 -39.743739),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Rural other,Contributing,,State,30,455,Open
2484,Winchester School (P North),552 Ruahine Street ,Hokowhitu,Palmerston North,4410.0,-40.360057,175.642693,POINT(175.642693 -40.360057),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,333,420,Open
2542,Argyll East School,1071 Argyll Road ,,Otane,4276.0,-39.861195,176.532535,POINT(176.532535 -39.861195),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,76,450,Open
2543,Arthur Miller School,210 Guppy Road ,Taradale,Napier,4112.0,-39.541379,176.858077,POINT(176.858077 -39.541379),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,310,425,Open
2544,Awapuni School (Gisborne),129 Awapuni Road ,,Gisborne,4010.0,-38.667285,178.01001,POINT(178.01001 -38.667285),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,299,499,Open
2546,Bledisloe School,30A Meanee Road ,Taradale,Napier,4141.0,-39.537197,176.851603,POINT(176.851603 -39.537197),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,286,474,Open
2547,Bridge Pa School,42 Maraekakaho Road ,,Bridge Pa,4175.0,-39.649051,176.754604,POINT(176.754604 -39.649051),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,107,523,Open
2548,Camberley School,627 Kiwi Street ,Camberley,Hastings,4120.0,-39.626627,176.818642,POINT(176.818642 -39.626627),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,67,556,Open
2549,Clive School,57 School Road ,,Clive,4102.0,-39.585688,176.92218,POINT(176.92218 -39.585688),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Small urban area,Contributing,,State,216,450,Open
2553,Dannevirke South School,Stairs Street ,,Dannevirke,4942.0,-40.20929,176.092543,POINT(176.092543 -40.20929),Manawatū-Whanganui Region,Tararua District,Wellington,Small urban area,Full Primary,,State,266,504,Open
2554,Ebbett Park School,600 Oliphant Road ,Raureka,Hastings,4120.0,-39.644029,176.826298,POINT(176.826298 -39.644029),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,162,533,Open
2555,Elgin School,2 Knox Street ,Elgin-Gisborne,Gisborne,4010.0,-38.655029,177.993954,POINT(177.993954 -38.655029),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,39,562,Open
2556,Elsthorpe School,25 Kenderdine Road ,,Elsthorpe,4277.0,-39.914918,176.812565,POINT(176.812565 -39.914918),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,36,446,Open
2557,Eskdale School,324 Hill Road ,,Napier,4182.0,-39.402535,176.85281,POINT(176.85281 -39.402535),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State,280,423,Open
2558,Te Kahu Amohia - Fairhaven School,30B Meeanee Road ,Taradale,Napier,4141.0,-39.536993,176.851618,POINT(176.851618 -39.536993),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Specialist School,Day Specialist,State,105,514,Open
2560,Flaxmere Primary School,20 Henderson Road ,Flaxmere,Hastings,4120.0,-39.622396,176.791421,POINT(176.791421 -39.622396),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State,409,539,Open
2561,Flemington School (Waipukurau),2 Rotohiwi Road ,,Waipukurau,4282.0,-40.149885,176.444697,POINT(176.444697 -40.149885),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,79,432,Open
2562,Frasertown School,5 Russell Parade ,Frasertown,Wairoa,4163.0,-38.966593,177.405379,POINT(177.405379 -38.966593),Hawke's Bay Region,Wairoa District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,113,479,Open
2563,Frimley School,200 Frimley Road ,Frimley,Hastings,4120.0,-39.627661,176.833354,POINT(176.833354 -39.627661),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,469,473,Open
2564,Gisborne Central School,7 Central Street ,Whataupoko,Gisborne,4010.0,-38.654952,178.030442,POINT(178.030442 -38.654952),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,357,430,Open
2566,Gisborne Intermediate,156 Roebuck Road ,,Gisborne,4010.0,-38.662329,178.011292,POINT(178.011292 -38.662329),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Intermediate,,State,507,486,Open
2567,Greenmeadows School,29 Osier Road ,Greenmeadows,Napier,4145.0,-39.529317,176.858614,POINT(176.858614 -39.529317),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,483,436,Open
2569,Hastings Central School,400 Karamu Road South ,,Hastings,4122.0,-39.645649,176.841387,POINT(176.841387 -39.645649),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,217,522,Open
2570,Hastings Intermediate,621 Hastings Street South ,,Hastings,4122.0,-39.649551,176.838712,POINT(176.838712 -39.649551),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Intermediate,,State,401,509,Open
2571,Haumoana School,7 Raymond Road ,,Hastings,4180.0,-39.625241,176.951175,POINT(176.951175 -39.625241),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Contributing,,State,155,421,Open
2572,Havelock North Intermediate,13 Nimon Street ,,Havelock North,4130.0,-39.664526,176.892154,POINT(176.892154 -39.664526),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Medium urban area,Intermediate,,State,523,432,Open
2573,Havelock North Primary School,9 Campbell Street ,,Havelock North,4130.0,-39.671266,176.879959,POINT(176.879959 -39.671266),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Medium urban area,Contributing,,State,542,399,Open
2574,Henry Hill School,15 Dick Place ,Onekawa,Napier,4110.0,-39.516043,176.887624,POINT(176.887624 -39.516043),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,269,539,Open
2575,Heretaunga Intermediate,260 Orchard Road ,,Hastings,4120.0,-39.629217,176.822682,POINT(176.822682 -39.629217),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Intermediate,,State,262,492,Open
2578,Hiruharama School,45 Hiruharama Road ,Waitakaro,Ruatoria,4081.0,-37.928293,178.260707,POINT(178.260707 -37.928293),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,104,543,Open
2581,Ilminster Intermediate,70 De Lautour Road ,,Gisborne,4040.0,-38.66985,178.045589,POINT(178.045589 -38.66985),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Intermediate,,State,314,508,Open
2582,Irongate School,16 Walton Way ,Flaxmere,Hastings,4120.0,-39.628353,176.782714,POINT(176.782714 -39.628353),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State,182,533,Open
2584,Kaiti School,517 Wainui Road ,Kaiti,Gisborne,4041.0,-38.675803,178.045197,POINT(178.045197 -38.675803),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,410,535,Open
2585,Kereru School,2306 Kereru Road ,,Hastings,4171.0,-39.655869,176.407528,POINT(176.407528 -39.655869),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,28,444,Open
2587,Kotemaori School,4778 State Highway 2 ,,Kotemaori,4188.0,-39.062472,177.03526,POINT(177.03526 -39.062472),Hawke's Bay Region,Wairoa District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,16,535,Open
2588,Kōwhai School,407 Hastings St South ,Akina,Hastings,4156.0,-39.64652,176.841567,POINT(176.841567 -39.64652),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Specialist School,Day Specialist,State,132,517,Open
2590,Lucknow School,42 Elliott Crescent ,,Havelock North,4130.0,-39.674036,176.871074,POINT(176.871074 -39.674036),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Medium urban area,Contributing,,State,258,451,Open
2592,Mahora School,710 Frederick Street ,Mahora,Hastings,4155.0,-39.625898,176.84784,POINT(176.84784 -39.625898),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,354,470,Open
2593,Makaraka School,137 Main Road ,Makaraka,Gisborne,4010.0,-38.651239,177.96045,POINT(177.96045 -38.651239),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,99,444,Open
2594,Makarika School,17 Makarika School Road ,,Ruatoria,4081.0,-37.951557,178.226095,POINT(178.226095 -37.951557),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,25,542,Open
2595,Makauri School,120 King Road ,,Gisborne,4071.0,-38.625058,177.95714,POINT(177.95714 -38.625058),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Contributing,,State,153,438,Open
2597,Mangapapa School,5 Rua Street ,Mangapapa,Gisborne,4010.0,-38.647988,178.019915,POINT(178.019915 -38.647988),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,401,478,Open
2599,Mangateretere School,314 State Highway 2 ,,Whakatu,4161.0,-39.617724,176.892886,POINT(176.892886 -39.617724),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,36,555,Open
2600,Te Kura o Māngātuna,1175 Waiapu Road State Highway 35,Tolaga Bay,Gisborne,4077.0,-38.293878,178.272582,POINT(178.272582 -38.293878),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,24,517,Open
2602,Manutuke School,59 Waingake Road ,,Manutuke,4053.0,-38.679756,177.904776,POINT(177.904776 -38.679756),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural settlement,Composite,,State,229,522,Open
2604,Maraenui Bilingual School (Napier),2A Lister Crescent ,Maraenui,Napier,4110.0,-39.513585,176.905655,POINT(176.905655 -39.513585),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State,127,562,Open
2606,Marewa School,80D Latham Street ,Marewa,Napier,4110.0,-39.505766,176.905445,POINT(176.905445 -39.505766),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,261,542,Open
2609,Te Kura o Mata,Huiarua Station ,,Tokomaru Bay,4079.0,-38.099202,178.05331,POINT(178.05331 -38.099202),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,5,489,Open
2611,Matawai School,29 Raumati Street ,,Matawai,4051.0,-38.359795,177.534528,POINT(177.534528 -38.359795),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,51,476,Open
2612,Mayfair School,1110 Willowpark Road North ,Mayfair,Hastings,4122.0,-39.637819,176.860588,POINT(176.860588 -39.637819),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,221,527,Open
2613,Meeanee School,6 Gavin Black Street ,Meeanee,Napier,4112.0,-39.544995,176.889953,POINT(176.889953 -39.544995),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State,102,493,Open
2616,Motu School,6 Motu Falls Road ,,Motu,4052.0,-38.25628,177.548498,POINT(177.548498 -38.25628),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,7,488,Open
2617,Muriwai School,1684 Wharerata Road ,Muriwai,Gisborne,4072.0,-38.756132,177.920637,POINT(177.920637 -38.756132),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,60,521,Open
2618,Napier Central School,32 Napier Terrace ,,Napier,4110.0,-39.488524,176.908497,POINT(176.908497 -39.488524),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,253,403,Open
2619,Napier Intermediate,3 Jull Street ,Hospital Hill,Napier,4110.0,-39.495095,176.906925,POINT(176.906925 -39.495095),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Intermediate,,State,362,497,Open
2620,Nelson Park School,54 Kennedy Road ,,Napier,4110.0,-39.496815,176.90779,POINT(176.90779 -39.496815),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,345,458,Open
2621,Ngatapa School,1590 Wharekopae Road ,,Gisborne,4072.0,-38.584566,177.790363,POINT(177.790363 -38.584566),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,12,456,Open
2622,Norsewood and Districts School,Coronation Street ,,Norsewood,4943.0,-40.070783,176.21647,POINT(176.21647 -40.070783),Manawatū-Whanganui Region,Tararua District,Wellington,Rural settlement,Full Primary,,State,41,514,Open
2624,Nuhaka School,14 Ihaka Street ,,Nuhaka,4165.0,-39.045507,177.738822,POINT(177.738822 -39.045507),Hawke's Bay Region,Wairoa District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,97,508,Open
2625,Ohuka School,12 Okare Road ,,Wairoa,4195.0,-38.815773,177.2951,POINT(177.2951 -38.815773),Hawke's Bay Region,Wairoa District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,11,523,Open
2626,Omahu School,22 Taihape Road ,,Hastings,4175.0,-39.581786,176.759164,POINT(176.759164 -39.581786),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,54,569,Open
2627,Omakere School,46 Long Range Road ,,Waipawa,4271.0,-40.050987,176.754079,POINT(176.754079 -40.050987),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,77,437,Open
2628,Onekawa School,235 Kennedy Road ,Onekawa,Napier,4110.0,-39.505535,176.893107,POINT(176.893107 -39.505535),Hawke's Bay Region,Napier City,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,333,487,Open
2629,Ongaonga School,51 Mill St ,,Ongaonga,4244.0,-39.915092,176.418537,POINT(176.418537 -39.915092),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,28,453,Open
2631,Ormond School,45 Whitmore Road ,Ormond,Gisborne,4071.0,-38.553027,177.919532,POINT(177.919532 -38.553027),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural other,Contributing,,State,93,460,Open
2634,Otane School,67 Higginson Street ,,Otane,4202.0,-39.898125,176.631445,POINT(176.631445 -39.898125),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,77,487,Open
2637,Te Kura o Pakipaki,316 Paki Paki Road ,,Pakipaki,4178.0,-39.687956,176.787193,POINT(176.787193 -39.687956),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,52,545,Open
2638,Pakowhai School,25 Chesterhope Road ,Pakowhai,Napier,4183.0,-39.581205,176.863311,POINT(176.863311 -39.581205),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Contributing,,State,37,452,Open
2641,Parkvale School,1217 Howard Street ,,Hastings,4122.0,-39.652152,176.860432,POINT(176.860432 -39.652152),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Contributing,,State,502,462,Open
2642,Patoka School,6 Hendley Road ,Patoka,Napier,4186.0,-39.347197,176.605377,POINT(176.605377 -39.347197),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Full Primary,,State,32,469,Open
2643,Patutahi School,29 Atkins Street ,Patutahi,Gisborne,4072.0,-38.62585,177.888196,POINT(177.888196 -38.62585),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,68,526,Open
2644,Te Whai Hiringa,Peterhead Avenue ,Flaxmere,Hastings,4120.0,-39.629812,176.791461,POINT(176.791461 -39.629812),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Full Primary,,State,429,533,Open
